frame,timestamp,seconds,source_video_frame,file
321,10:27.53,627.53,18826,frame-321_10m27.53s.jpg
322,10:28.90,628.90,18867,frame-322_10m28.90s.jpg
323,10:31.20,631.20,18936,frame-323_10m31.20s.jpg
324,10:33.47,633.47,19004,frame-324_10m33.47s.jpg
325,10:34.50,634.50,19035,frame-325_10m34.50s.jpg
326,10:35.40,635.40,19062,frame-326_10m35.40s.jpg
327,10:36.20,636.20,19086,frame-327_10m36.20s.jpg
328,10:40.07,640.07,19202,frame-328_10m40.07s.jpg
329,10:42.17,642.17,19265,frame-329_10m42.17s.jpg
330,10:43.80,643.80,19314,frame-330_10m43.80s.jpg
331,10:46.17,646.17,19385,frame-331_10m46.17s.jpg
332,10:47.23,647.23,19417,frame-332_10m47.23s.jpg
333,10:48.47,648.47,19454,frame-333_10m48.47s.jpg
334,10:50.50,650.50,19515,frame-334_10m50.50s.jpg
335,10:52.90,652.90,19587,frame-335_10m52.90s.jpg
336,10:55.33,655.33,19660,frame-336_10m55.33s.jpg
337,10:59.27,659.27,19778,frame-337_10m59.27s.jpg
338,11:02.90,662.90,19887,frame-338_11m02.90s.jpg
339,11:04.33,664.33,19930,frame-339_11m04.33s.jpg
340,11:07.70,667.70,20031,frame-340_11m07.70s.jpg
341,11:08.70,668.70,20061,frame-341_11m08.70s.jpg
342,11:10.93,670.93,20128,frame-342_11m10.93s.jpg
343,11:13.00,673.00,20190,frame-343_11m13.00s.jpg
344,11:13.73,673.73,20212,frame-344_11m13.73s.jpg
345,11:14.90,674.90,20247,frame-345_11m14.90s.jpg
346,11:15.70,675.70,20271,frame-346_11m15.70s.jpg
347,11:17.20,677.20,20316,frame-347_11m17.20s.jpg
348,11:18.53,678.53,20356,frame-348_11m18.53s.jpg
349,11:20.47,680.47,20414,frame-349_11m20.47s.jpg
350,11:23.03,683.03,20491,frame-350_11m23.03s.jpg
351,11:25.47,685.47,20564,frame-351_11m25.47s.jpg
352,11:28.60,688.60,20658,frame-352_11m28.60s.jpg
353,11:32.03,692.03,20761,frame-353_11m32.03s.jpg
354,11:32.93,692.93,20788,frame-354_11m32.93s.jpg
355,11:33.87,693.87,20816,frame-355_11m33.87s.jpg
